Ticket Number;Subject;Status;Centros de cultivo Multi X;Centro de cultivo Aquachile;Centro de Cultivo Salmones Aysen;Department;Type;Priority;Owner;Organizations;Assigned Agent;Source;Creator;Resolved In(in minutes);First Replied At;Created At;Updated At;Closed At;Description;Categoría de Problema;Centros de cultivo Caleta Bay;Dispositivo;Radares;Dispositivo;Dispositivo;PC;Grabación de Cámaras;Proveedor de internet;C.M FALLA;Ticket Link
ORCA-AAAA-0772;Sin registros en Planilla de Detecciones de Radar;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Email;central monitoreo aquachile;9238;febrero 21, 2024 5:15 PM;febrero 21, 2024 8:20 AM;febrero 29, 2024 6:18 PM;febrero 29, 2024 6:18 PM;Buenas Noches:Estimados su ayuda no tenemos registros actualizados de detecciones en planilla, por lo que solo se realiza seguimiento con las alertas de audio.Diego AguilarProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0771;Pantalla Radares inoperatva.;Cerrado;;;lamahue;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;10732;febrero 20, 2024 5:20 PM;febrero 20, 2024 7:25 AM;febrero 29, 2024 6:16 PM;febrero 29, 2024 6:16 PM;Buenas noches.Mediante el presente informo que el pc que muestra los radares se reinicio y posterior a eso indica sin señal.Atte.Andrea CastroSeguridad PangalitoCaleta Bay+569 9458 1038 ;Reinicio;;;;PC;;;;Click here to view ticket;;
ORCA-AAAA-0769;Perdida de visual metricas de centro lamahue;Cerrado;;;lamahue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;12159;febrero 19, 2024 6:00 PM;febrero 19, 2024 7:35 AM;febrero 29, 2024 6:13 PM;febrero 29, 2024 6:13 PM;Buenas noches.Estimados para informar de perdida de visual de métricas de centro Lamahue, solo porcentaje de baterias y métrica de enlace, radar funciona correctamente junto a los demás centros.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Energia;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0773;Sin Visual de camaras.;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;8774;febrero 21, 2024 5:15 PM;febrero 21, 2024 3:55 PM;febrero 29, 2024 6:08 PM;febrero 29, 2024 6:08 PM;Buenos días, para comentar que perdimos visual de los siguientes Centro con hora correspondientes.-Centro Lin Lin: 05:20 Hrs.-Centro Choen: 06:15 Hrs.Centro Maillen: 06:30 Hrs. Se revisó las métricas pero las baterias se mantienen arriba del 90% de carga, también se revisó el VPN en ambos monitores y están operativo.   En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Otro;;Click here to view ticket;;
ORCA-AAAA-0770;Consulta a Soporte;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;11577;febrero 19, 2024 5:10 PM;febrero 19, 2024 5:10 PM;febrero 29, 2024 6:07 PM;febrero 29, 2024 6:07 PM;Hola buenos días quería informar que la planilla de detecciones dejo de registrar a las 00:02 horas de la mañana.Seguridad PangalitoCaleta Bay+569 9458 1038 ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0767;Deteccion de radares.;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Email;central monitoreo aquachile;14012;febrero 16, 2024 12:50 AM;febrero 16, 2024 12:35 AM;febrero 29, 2024 6:06 PM;febrero 29, 2024 6:06 PM;Buenos días estimados, favor se solicita con urgencia revisar nuevamente el sistema de detección de radares, ya que nuevamente se esta teniendo problemas, hay varios centros los cuales el sistema menciona, pero no registra y viceversa, también al momento de que el sistema menciona varios centros a la vez, este solo registra uno, se adjunta imagen.  Quedo atenta.Saludos cordiales,Maryoret Miranda.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;Radar;;;Radar 1;;;;;Click here to view ticket;;
ORCA-AAAA-0766;Modificaciones en la Central;Cerrado;;;maillen,Tutil;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;15658;febrero 14, 2024 9:10 PM;febrero 14, 2024 9:05 PM;febrero 29, 2024 6:03 PM;febrero 29, 2024 6:03 PM;Buenos días, para informar de algunos cambios si se pudiese realizar:Añadir 1 preset en Centro Milagro, que de visual a las bodegas.  Añadir Alarma de Centro Maillen en la planilla de Excel (imagen de ejemplo).  Eliminar radar de Centro Tutil, ya que aquel Centro no está con visual de cámaras.      En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Radar;;;Radar 1;;;;;Click here to view ticket;;
ORCA-AAAA-0765;Planilla de detecciones inoperativa.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;15887;febrero 14, 2024 5:15 PM;febrero 14, 2024 5:15 PM;febrero 29, 2024 6:02 PM;febrero 29, 2024 6:02 PM;Buenos días.Mediante el presente informo que a la hora la planilla de detecciones se encuentra inoperativa. De las 05:00 no llegan detecciones.Favor se pide revisar y dar solución.Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0764;Consulta a Soporte;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;15882;febrero 14, 2024 5:15 PM;febrero 14, 2024 5:15 PM;febrero 29, 2024 5:57 PM;febrero 29, 2024 5:57 PM;Buenos días estimado se informa perdida de señal  por motivos de conexión de Vpn de Centros Choen, Maillen y Lin Lin. Saludos Cordiales.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Otro;;Click here to view ticket;;
ORCA-AAAA-0763;Sin Visual Centro Curbita;Cerrado;;;curbita;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;18258;febrero 13, 2024 1:40 AM;febrero 13, 2024 1:35 AM;febrero 29, 2024 5:53 PM;febrero 29, 2024 5:53 PM;Buenas tardes, 16:30 Hrs aprox, cámaras de Centro Curbita se queda sin visual, se podría verificar las baterias?, ya que la visual de métricas de baterias en la Central no se encuentran operativas, gracias.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Energia;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0762;Desconexion centro Lamahue;Cerrado;;;lamahue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;18609;febrero 12, 2024 7:45 PM;febrero 12, 2024 7:40 PM;febrero 29, 2024 5:49 PM;febrero 29, 2024 5:49 PM;Buenos días.Estimados con respecto a lo hablado telefónicamente y en conjunto con centro Lamahue (Sr. Pedro) se realizaron las pruebas correspondientes y enchufe esta energizado, lo cual sus equipos debieron presentar algún problema. Se adjunta foto de sello cortado de caja (respaldo y toma eléctrica)  (sellos cortados)2421 - 2422 En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Energia;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0760;SIN VISUAL;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;19513;febrero 12, 2024 7:30 AM;febrero 12, 2024 4:35 AM;febrero 29, 2024 5:47 PM;febrero 29, 2024 5:47 PM;Buenas tardes junto con saludar quiero informarles que PUNTA IGLESIAS cae señal aprox una hora y aun me encuentro sin visual, esperando pronta solución...GraciasSeguridad PangalitoCaleta Bay+569 9458 1038 ;Enlace;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0757;Planilla de detecciones inoperativa.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;20206;febrero 09, 2024 5:10 PM;febrero 09, 2024 5:00 PM;febrero 29, 2024 5:45 PM;febrero 29, 2024 5:45 PM;Buenos días.Mediante el presente informo que la planilla de detecciones esta inoperativa de las 06:06, ya que de esa hora no llegan las alertas de detecciones. Se pide favor revisar y dar pronta solución.Atte.Andrea CastroSeguridad PangalitoCaleta Bay+569 9458 1038 ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0759;Re: Problemas plataforma grafana;Cerrado;;;;Soporte;;Alta;Raul  Dodero;;;Email;Raul  Dodero;20199;;febrero 09, 2024 5:05 PM;febrero 29, 2024 5:44 PM;febrero 29, 2024 5:44 PM;"Buenos días:Estimados, personal de soporte ingresará para revisar lo que nos comentan, revisar nuevamente en unos minutos.Saludos cordiales.El vie, 9 feb 2024 a las 8:12, Vigilancia2 (&lt;vigilancia2@aquachile.com&gt;) escribió:Buen díaTenemos problemas con la plataforma grafana no se ven los radares su ayuda por favorSaludosCristian AlvarezProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com--  ";Radar;;;Radar 1;;;;;Click here to view ticket;;
ORCA-AAAA-0758;error VPN;Cerrado;;;maillen,choen,Lin Lin;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;20202;febrero 09, 2024 5:10 PM;febrero 09, 2024 5:00 PM;febrero 29, 2024 5:42 PM;febrero 29, 2024 5:42 PM;Buenos días.Estimados para informar de error de conexión con VPN, lo que se perdió visual de centros Lin-Lin, Choen y Maillen. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0756;Perdida de visual de Centro Teupa;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;22831;febrero 07, 2024 9:15 PM;febrero 07, 2024 9:10 PM;febrero 29, 2024 5:40 PM;febrero 29, 2024 5:40 PM;Buenas tardes estimado, se informa perdida de conexión de sistemas de camaras, radar y la planilla de alertas de Centro Teupa, se realizo prueba de ping donde se demuestra que no se perdió señal de internet.  Saludos Cordiales.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0755;Sin visual, acceso 1, Centro Maillen;Cerrado;;;maillen;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;22949;febrero 07, 2024 7:15 PM;febrero 07, 2024 7:10 PM;febrero 29, 2024 5:39 PM;febrero 29, 2024 5:39 PM;Buen día, desde las 09:20 no tenemos visual del acceso de Centro Maillen.Y lo siguiente, personal de Centro, mencionó que ellos no tienen visual de la bodega de ensilaje (en ponton), pero acá en la central si tenemos visual.Gracias, saludos.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0754;Planilla de detecciones sin actualizarse.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;24038;febrero 07, 2024 1:15 AM;febrero 07, 2024 1:00 AM;febrero 29, 2024 5:38 PM;febrero 29, 2024 5:38 PM;Buenas tardes.Informo que a la hora la planilla de detecciones no se ha actualizado desde el día de ayer.Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0753;Re: Problema de Visual;Cerrado;;;;Soporte;;Alta;Raul  Dodero;;;Email;Raul  Dodero;24145;;febrero 06, 2024 11:10 PM;febrero 29, 2024 5:35 PM;febrero 29, 2024 5:35 PM;"Buenas tardes:Don Hector, personal de soporte tomó contacto y nos confirmaron que el problema radica en proveedor de enlace Starlink, favor informar apenas se haya normalizado que seguimos atentos.Saludos cordiales.El mar, 6 feb 2024 a las 14:33, Hector Castillo Valderas (&lt;hector.castillo@aquachile.com&gt;) escribió:Favor siempre copiar a Proveedor de cámaras.Estimados Sres. Orca, favor su ayuda para ver de dónde viene el problema.  Atte.  Héctor Alejandro Castillo ValderasSupervisor Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56933843677www.aquachile.com De: Vigilancia2 &lt;vigilancia2@aquachile.com&gt;Enviado el: martes, 6 de febrero de 2024 11:33Para: Centro Quiquel2 &lt;cquiquel2@aquachile.com&gt;CC: Hector Castillo Valderas &lt;hector.castillo@aquachile.com&gt;Asunto: Problema de Visual Buen día consulta tiene problemas de conexión o algún desperfecto que impide la visual de las cámaras y radar se ha llamado al centro sin tener respuesta Saludos  Cristian AlvarezProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com--  ";;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0752;Fwd: camara en centro Milagro.;Cerrado;;;milagro;Soporte;;Alta;Alejandro Gatino;Orca Tecnologia;;Email;Alejandro Gatino;18;;febrero 05, 2024 5:50 PM;febrero 05, 2024 6:08 PM;febrero 05, 2024 6:08 PM;"---------- Forwarded message ---------De: Central Seguridad SAY &lt;centralseguridadsay@salmonesaysen.cl&gt;Date: dom, 4 feb 2024 a las 9:49Subject: cámara en centro Milagro.To: soporte@orcatecnologia.cl &lt;soporte@orcatecnologia.cl&gt;Cc: Jorge Pacheco &lt;jpacheco@salmonesaysen.cl&gt;, Carlos Reyes &lt;creyes@salmonesaysen.cl&gt; Se informa que cámara laser de centro Milagro se encuentra gravando en un solo punto no se puede mover.     En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.";Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0745;SIN VISUAL;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;2472;febrero 02, 2024 1:00 AM;febrero 02, 2024 12:55 AM;febrero 05, 2024 6:07 PM;febrero 05, 2024 6:07 PM;Buenas tardes, mediante el presente informo que estamos sin visual en centro Punta Iglesias desde que ingrese a turno 16:00 hrs.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0744;SIN VISUAL Punta Iglesias y Farellones;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;3831;;febrero 01, 2024 2:15 AM;febrero 05, 2024 6:06 PM;febrero 05, 2024 6:06 PM;Buenas tardes, les informo que estamos sin visual de PUNTA IGLESIAS  desde 16:00 hrs Y FARELLONES desde 17:00 , también comunicándose con nosotros operarios de farellones indicando que no enciende monitor de seguridad , se les adjunto fotos esperando pronta solución.SALUDOSSeguridad PangalitoCaleta Bay+569 9458 1038 ;Enlace;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0746;Visual punta iglesias.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;2376;;febrero 02, 2024 2:30 AM;febrero 05, 2024 6:05 PM;febrero 05, 2024 6:05 PM;Estimados ya se tiene visual, se va a ratos pero vuelve sin problemas muchas gracias....saludosSeguridad PangalitoCaleta Bay+569 9458 1038 ;Enlace;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0747;Planilla de detecciones no se ha actualizado;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;1249;febrero 02, 2024 9:25 PM;febrero 02, 2024 9:15 PM;febrero 05, 2024 6:04 PM;febrero 05, 2024 6:04 PM;Buenas tardes.Mediante el presente informo que a la hora la planilla de detecciones no se ha actualizado.Favor revisar.Atte.Andrea castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0751;Error pantalla de Metricas de Energia;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;92;febrero 05, 2024 5:15 PM;febrero 05, 2024 4:30 PM;febrero 05, 2024 6:02 PM;febrero 05, 2024 6:02 PM;Estimados buenos días, para informar que durante la madrugada, visual de la pantalla que muestra las baterias muestra error.    En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0749;Radares Orca;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;1076;;febrero 04, 2024 5:55 PM;febrero 05, 2024 6:01 PM;febrero 05, 2024 5:56 PM;Buenos díasEstimados al ser actualizada el grafana(los radares), presenta problemas para restablecer las visual de ellos, favor se solicita verificar ante la brevedad, gracias.Diego AguilarProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0750;Planilla de detecciones inoperativa;Cerrado;;;;Soporte;;Alta;Seguridad Base;;Raul  Dodero;Email;Seguridad Base;1045;febrero 05, 2024 12:45 AM;febrero 05, 2024 12:30 AM;febrero 05, 2024 5:55 PM;febrero 05, 2024 5:55 PM;Buenas tardes.Informo que planilla de detecciones esta inoperativa, de las 5:07 am que no llegan detecciones, ni se ha actualizado.Favor revisar.Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0748;Camaras Del Centro Sin Visual Pangal 3;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Email;central monitoreo aquachile;1073;febrero 03, 2024 5:35 AM;febrero 03, 2024 5:30 AM;febrero 05, 2024 5:53 PM;febrero 05, 2024 5:53 PM;Buenas tardes Estimados favor verificar cámaras del centro Pangal 3 ya que no contamos con visual en CEM y nos contactamos con el centro en donde tampoco tienen visual pero nos comentan que no tienen problemas de internet Quedo atentos a sus comentariosDiego AguilarProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
